Date,US_Equities,Intl_Equities,US_Bonds,Real_Estate,Commodities,Gold
2016-01-05,0.0012389849783003282,-0.00980394408708074,0.0028185529910356166,0.001691368770964763,0.019296608742692456,-0.0018044383860643665
2016-01-06,0.004454725678869398,-0.015993891313945574,0.01444076235086822,-0.012614357965444412,-0.002740123374463055,-0.016949295270576092
2016-01-07,0.00012303333225061053,-0.00464410786672198,0.014139709399294542,-0.02399134897368671,-0.019482753341917403,-0.020689761018572894
2016-01-08,0.0012318121796792703,-0.004665600803335779,-0.004427708091822691,-0.010976891682137446,-0.013374229714350538,-0.01173694803633607
2016-01-11,-0.004182858433969927,-0.02734366703677038,-0.008894799760520322,0.0009900509912845745,0.0056804674425872115,0.0021375813939881194
2016-01-12,0.0025946262892950767,-0.006425752661843198,-0.005060137388834041,0.008068141552531438,-0.0066755194747815105,0.0023705081771154823
2016-01-13,0.002463781687867428,-0.005658816455187177,0.004893984653210337,-0.02494044876018242,-0.01434441152220034,-0.013714829354279923
2016-01-14,-0.0012288631933010663,0.0024390089562389416,-0.016233809757639994,0.016416762629588133,-0.0023603753952219364,0.01342615771459199
2016-01-15,0.0017229010968193847,-0.02108692155811187,0.010289314914859293,-0.02146612220761812,-0.006834017587784347,-0.03856126049669606
2016-01-19,-0.0012282589872879557,-0.008284766125541743,-0.0009607847075502329,0.00133131769584649,0.005293208009655714,0.011810159768258943
2016-01-20,0.0011062289764367517,-0.007518843048462953,0.013367949074563734,-0.012815181197776138,-0.026852481660694205,-0.024562065049517856
2016-01-21,-0.0006143929187509833,0.01346792778782735,0.001138797703897465,0.0056020314600901955,0.005545414058862441,0.008476934892082122
2016-01-22,-0.00036799870724812944,0.02990023822490917,-0.004644969889963435,0.020515331312932927,0.027845378903578633,0.029912950556660656
2016-01-25,0.0,-0.02177405885450212,0.010285731724330116,-0.015116661344885762,-0.006282183201441027,-0.01680236527333101
2016-01-26,0.001475354074021329,0.019785623277217113,0.011406476843766944,0.013643113131730278,0.02094053683037078,0.019287026317576617
2016-01-27,0.0,0.012125944070776828,0.0037282274439891516,-0.010883408722458854,-0.019350160283216455,-0.004789989379613835
2016-01-28,0.0007370591726607589,0.011182220312949465,-0.010678814187088603,0.005209223025351539,-0.007629342527202154,0.006497939219830107
2016-01-29,0.0029455030400196147,0.009478792069256725,0.0038482826092702815,0.02437762382762254,0.020546006949015316,0.01984695490454591
2016-02-01,-0.0020356970435834176,-0.018779399908663508,0.010285237353002907,-0.0003618016626147913,0.0016887165636183532,-0.00422033473390282
2016-02-02,0.0034402138025471096,-0.017543929087379673,0.00037013683482878257,-0.0180219755291533,-0.00907666133505769,-0.022839808828849173
2016-02-03,0.0007355054119515536,0.025162364119736047,0.010731831819877025,0.005995001656362797,0.006673514686299065,0.012771228352628228
2016-02-04,0.0007329759301344385,-0.00158352137463591,0.012082377069329242,0.0015682849565483714,0.0005196754893967981,0.004759001403313423
